symbol,side,opened_at,closed_at,entry_price,exit_price,stop_price,take_price,exit_reason,gross_return,net_return,fee_bps,slippage_bps,r_multiple,quantity_fraction,ladder_r,mae_r,mfe_r,bars_to_mfe,bars_held
ETH/USDT,long,2025-09-13T10:00:00+00:00,2025-09-13T10:15:00+00:00,4733.37,4615.03575,4615.03575,4970.0385,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-14T05:45:00+00:00,2025-09-14T06:45:00+00:00,4673.97,4557.12075,4557.12075,4907.6685,stoploss,-0.025000000000000043,-0.026200000000000043,10.0,2.0,-1.0,1.0,,-1.0,0.6121562611655583,1,4
ETH/USDT,long,2025-09-14T09:30:00+00:00,2025-09-14T09:45:00+00:00,4667.48,4550.793,4550.793,4900.854,stoploss,-0.02499999999999998,-0.02619999999999998,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-14T10:00:00+00:00,2025-09-14T12:00:00+00:00,4660.3,4543.7925,4543.7925,4893.315,stoploss,-0.025000000000000133,-0.026200000000000133,10.0,2.0,-1.0,1.0,,-1.0,0.5982447481921718,1,8
ETH/USDT,long,2025-09-15T01:45:00+00:00,2025-09-15T04:15:00+00:00,4616.23,4847.0415,4500.82425,4847.0415,takeprofit,0.050000000000000155,0.048800000000000156,10.0,2.0,2.000000000000008,1.0,,-0.5652231366288042,2.000000000000008,10,10
BTC/USDT,long,2025-09-11T21:45:00+00:00,2025-09-15T09:30:00+00:00,115320.0,121086.0,112437.0,121086.0,takeprofit,0.05,0.0488,10.0,2.0,2.0,1.0,,-0.6312868539715574,2.0,335,335
ETH/USDT,long,2025-09-17T22:00:00+00:00,2025-09-19T09:45:00+00:00,4546.13,4432.47675,4432.47675,4773.4365,stoploss,-0.025000000000000064,-0.026200000000000064,10.0,2.0,-1.0,1.0,,-1.0,0.8875241139166687,66,143
ETH/USDT,long,2025-09-20T21:15:00+00:00,2025-09-20T21:45:00+00:00,4520.0,4407.0,4407.0,4746.0,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.11504424778761062,1,2
ETH/USDT,long,2025-09-20T21:45:00+00:00,2025-09-20T22:00:00+00:00,4750.0,4631.25,4631.25,4987.5,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-20T22:00:00+00:00,2025-09-20T22:15:00+00:00,4646.05,4529.89875,4529.89875,4878.3525,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-20T22:15:00+00:00,2025-09-20T22:30:00+00:00,4750.0,4631.25,4631.25,4987.5,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-20T22:30:00+00:00,2025-09-20T22:45:00+00:00,4505.0,4730.25,4392.375,4730.25,takeprofit,0.05,0.0488,10.0,2.0,2.0,1.0,,0.0,2.0,1,1
ETH/USDT,long,2025-09-20T22:45:00+00:00,2025-09-20T23:00:00+00:00,4740.0,4621.5,4621.5,4977.0,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-20T23:00:00+00:00,2025-09-20T23:30:00+00:00,4535.0,4421.625,4421.625,4761.75,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,1.7199558985667034,1,2
ETH/USDT,long,2025-09-20T23:45:00+00:00,2025-09-21T00:00:00+00:00,4780.0,4660.5,4660.5,5019.0,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-21T00:00:00+00:00,2025-09-21T00:15:00+00:00,4768.0,4648.8,4648.8,5006.4,stoploss,-0.024999999999999963,-0.026199999999999963,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,long,2025-09-21T00:15:00+00:00,2025-09-21T00:30:00+00:00,4506.04,4393.389,4393.389,4731.342,stoploss,-0.024999999999999963,-0.026199999999999963,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-09-22T00:30:00+00:00,2025-09-22T01:00:00+00:00,4359.0,4467.975,4467.975,4141.05,stoploss,-0.025000000000000085,-0.026200000000000084,10.0,2.0,-1.0,1.0,,-1.0,0.3578802477632473,1,2
ETH/USDT,short,2025-09-22T01:00:00+00:00,2025-09-22T02:15:00+00:00,4339.94,4448.4385,4448.4385,4122.943,stoploss,-0.02500000000000014,-0.02620000000000014,10.0,2.0,-1.0,1.0,,-1.0,0.19659257962091464,4,5
ETH/USDT,short,2025-09-22T02:15:00+00:00,2025-09-22T03:00:00+00:00,4307.84,4415.536,4415.536,4092.448,stoploss,-0.02499999999999998,-0.02619999999999998,10.0,2.0,-1.0,1.0,,-1.0,1.001337097013819,1,3
ETH/USDT,short,2025-09-22T03:00:00+00:00,2025-09-22T03:30:00+00:00,4296.4,4403.81,4403.81,4081.58,stoploss,-0.02500000000000018,-0.026200000000000178,10.0,2.0,-1.0,1.0,,-1.0,0.8974955776929424,1,2
ETH/USDT,short,2025-09-22T03:30:00+00:00,2025-09-22T03:45:00+00:00,4292.43,4399.74075,4399.74075,4077.8085,stoploss,-0.024999999999999915,-0.026199999999999914,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
BTC/USDT,long,2025-09-15T23:45:00+00:00,2025-09-22T06:00:00+00:00,115636.6,112745.685,112745.685,121418.43,stoploss,-0.02500000000000007,-0.02620000000000007,10.0,2.0,-1.0,1.0,,-1.0,0.8036209988878921,207,601
ETH/USDT,short,2025-09-22T05:45:00+00:00,2025-09-22T06:00:00+00:00,4220.0,4009.0,4325.5,4009.0,takeprofit,0.05,0.0488,10.0,2.0,2.0,1.0,,0.0,2.0,1,1
ETH/USDT,short,2025-09-22T06:00:00+00:00,2025-09-22T08:00:00+00:00,4152.13,4255.93325,4255.93325,3944.5235,stoploss,-0.024999999999999984,-0.026199999999999984,10.0,2.0,-1.0,1.0,,-1.0,0.30952788087078326,1,8
BTC/USDT,short,2025-09-22T06:00:00+00:00,2025-09-22T08:15:00+00:00,112952.7,115776.5175,115776.5175,107305.065,stoploss,-0.025000000000000043,-0.026200000000000043,10.0,2.0,-1.0,1.0,,-1.0,0.20610397095421323,8,9
ETH/USDT,short,2025-09-22T15:45:00+00:00,2025-09-22T21:30:00+00:00,4165.46,3957.187,4269.5965,3957.187,takeprofit,0.05000000000000003,0.04880000000000003,10.0,2.0,2.0000000000000084,1.0,,-0.3316800545437968,2.000000000000009,23,23
ETH/USDT,short,2025-09-23T01:00:00+00:00,2025-09-23T02:00:00+00:00,4176.26,4280.6665,4280.6665,3967.447,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,0.4430758621350222,3,4
ETH/USDT,short,2025-09-23T02:00:00+00:00,2025-09-23T02:15:00+00:00,4175.72,3966.934,4280.113,3966.934,takeprofit,0.05000000000000001,0.04880000000000001,10.0,2.0,2.0,1.0,,0.0,2.0,1,1
ETH/USDT,short,2025-09-23T02:15:00+00:00,2025-09-23T03:00:00+00:00,4156.94,3949.093,4260.8635,3949.093,takeprofit,0.04999999999999995,0.04879999999999995,10.0,2.0,1.9999999999999825,1.0,,-0.05167262457481474,1.9999999999999825,3,3
ETH/USDT,short,2025-09-23T03:00:00+00:00,2025-09-23T04:15:00+00:00,4136.3,3929.485,4239.7075,3929.485,takeprofit,0.05000000000000001,0.04880000000000001,10.0,2.0,1.9999999999999956,1.0,,-0.5701714092304706,1.9999999999999956,5,5
ETH/USDT,short,2025-09-23T09:45:00+00:00,2025-09-23T10:00:00+00:00,4189.92,4294.668,4294.668,3980.424,stoploss,-0.0249999999999999,-0.0261999999999999,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-09-23T19:45:00+00:00,2025-09-24T04:15:00+00:00,4150.82,3943.279,4254.5905,3943.279,takeprofit,0.04999999999999993,0.048799999999999934,10.0,2.0,1.999999999999987,1.0,,-0.9557629576806489,1.999999999999987,34,34
ETH/USDT,short,2025-09-24T04:15:00+00:00,2025-09-24T10:45:00+00:00,4127.33,3920.9635,4230.51325,3920.9635,takeprofit,0.050000000000000024,0.048800000000000024,10.0,2.0,2.0,1.0,,-0.5367150191528187,2.0,26,26
ETH/USDT,short,2025-09-24T10:45:00+00:00,2025-09-25T04:45:00+00:00,4171.46,3962.887,4275.7465,3962.887,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999956,1.0,,-0.31969622146682547,1.9999999999999956,72,72
ETH/USDT,short,2025-09-25T04:45:00+00:00,2025-09-25T12:15:00+00:00,4001.07,3801.0165,4101.09675,3801.0165,takeprofit,0.049999999999999996,0.048799999999999996,10.0,2.0,2.0000000000000093,1.0,,-0.5091637986838528,2.000000000000009,30,30
ETH/USDT,short,2025-09-25T12:15:00+00:00,2025-09-25T19:15:00+00:00,3947.67,3750.2865,4046.36175,3750.2865,takeprofit,0.049999999999999975,0.048799999999999975,10.0,2.0,2.0,1.0,,-0.9760694282956779,2.0,28,28
ETH/USDT,short,2025-09-25T23:45:00+00:00,2025-09-26T01:45:00+00:00,3866.15,3962.80375,3962.80375,3672.8425,stoploss,-0.024999999999999984,-0.026199999999999984,10.0,2.0,-1.0,1.0,,-1.0,0.6844017950674457,3,8
ETH/USDT,short,2025-09-26T10:00:00+00:00,2025-09-26T16:45:00+00:00,3891.01,3988.28525,3988.28525,3696.4595,stoploss,-0.024999999999999918,-0.026199999999999918,10.0,2.0,-1.0,1.0,,-1.0,0.1422766839458155,1,27
ETH/USDT,short,2025-09-27T09:15:00+00:00,2025-09-28T22:00:00+00:00,3973.47,4072.80675,4072.80675,3774.7965,stoploss,-0.0250000000000001,-0.026200000000000098,10.0,2.0,-1.0,1.0,,-1.0,0.1758664341243269,109,147
BTC/USDT,short,2025-09-22T16:45:00+00:00,2025-09-29T13:45:00+00:00,112558.3,115372.2575,115372.2575,106930.385,stoploss,-0.025000000000000036,-0.026200000000000036,10.0,2.0,-1.0,1.0,,-1.0,1.4159062459187806,293,660
BTC/USDT,long,2025-09-29T13:45:00+00:00,2025-10-02T00:00:00+00:00,113179.5,118838.475,110350.0125,118838.475,takeprofit,0.05000000000000005,0.04880000000000005,10.0,2.0,2.0,1.0,,-0.2048074077019246,2.0,233,233
BTC/USDT,long,2025-10-02T00:00:00+00:00,2025-10-02T10:45:00+00:00,119097.2,116119.77,116119.77,125052.06,stoploss,-0.024999999999999942,-0.026199999999999942,10.0,2.0,-1.0,1.0,,-1.0,0.022704144178034742,1,43
ETH/USDT,long,2025-10-01T23:45:00+00:00,2025-10-03T16:30:00+00:00,4346.06,4563.363,4237.4085,4563.363,takeprofit,0.04999999999999997,0.04879999999999997,10.0,2.0,1.9999999999999833,1.0,,-0.22797660409658627,1.9999999999999833,163,163
ETH/USDT,long,2025-10-03T16:30:00+00:00,2025-10-03T17:45:00+00:00,4576.36,4461.951,4461.951,4805.178,stoploss,-0.024999999999999925,-0.026199999999999925,10.0,2.0,-1.0,1.0,,-1.0,0.03032978174794173,1,5
ETH/USDT,long,2025-10-03T19:30:00+00:00,2025-10-07T13:15:00+00:00,4520.87,4746.9135,4407.84825,4746.9135,takeprofit,0.04999999999999995,0.04879999999999995,10.0,2.0,2.0,1.0,,-0.7141103371696167,2.0,359,359
ETH/USDT,long,2025-10-07T13:15:00+00:00,2025-10-07T14:30:00+00:00,4752.85,4634.02875,4634.02875,4990.4925,stoploss,-0.02499999999999999,-0.02619999999999999,10.0,2.0,-1.0,1.0,,-1.0,0.0005891202120808271,1,5
ETH/USDT,short,2025-10-09T16:00:00+00:00,2025-10-10T15:30:00+00:00,4318.0,4102.1,4425.95,4102.1,takeprofit,0.04999999999999991,0.04879999999999991,10.0,2.0,2.0,1.0,,-0.6669754515979631,2.0,94,94
BTC/USDT,long,2025-10-03T14:30:00+00:00,2025-10-10T17:45:00+00:00,120603.4,117588.315,117588.315,126633.57,stoploss,-0.024999999999999932,-0.02619999999999993,10.0,2.0,-1.0,1.0,,-1.0,1.8351389761814412,305,685
ETH/USDT,short,2025-10-10T15:30:00+00:00,2025-10-10T20:45:00+00:00,4131.1,3924.545,4234.3775,3924.545,takeprofit,0.050000000000000065,0.048800000000000066,10.0,2.0,2.0000000000000173,1.0,,-0.030403524484998584,2.0000000000000178,21,21
ETH/USDT,short,2025-10-10T20:45:00+00:00,2025-10-10T21:00:00+00:00,3857.74,3664.853,3954.1835,3664.853,takeprofit,0.049999999999999926,0.04879999999999993,10.0,2.0,1.9999999999999907,1.0,,0.0,1.9999999999999907,1,1
BTC/USDT,short,2025-10-10T20:45:00+00:00,2025-10-10T21:15:00+00:00,114280.7,108566.665,117137.7175,108566.665,takeprofit,0.05000000000000003,0.04880000000000003,10.0,2.0,2.0,1.0,,-0.251731044699585,2.0,2,2
ETH/USDT,short,2025-10-10T21:00:00+00:00,2025-10-10T21:15:00+00:00,3696.41,3511.5895,3788.82025,3511.5895,takeprofit,0.049999999999999954,0.048799999999999955,10.0,2.0,1.9999999999999902,1.0,,0.0,1.9999999999999902,1,1
ETH/USDT,short,2025-10-10T21:15:00+00:00,2025-10-10T21:30:00+00:00,3617.04,3707.466,3707.466,3436.188,stoploss,-0.02499999999999998,-0.02619999999999998,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
BTC/USDT,short,2025-10-10T21:15:00+00:00,2025-10-10T21:45:00+00:00,109359.8,112093.795,112093.795,103891.81,stoploss,-0.024999999999999956,-0.026199999999999956,10.0,2.0,-1.0,1.0,,-1.0,0.21506988856965759,1,2
ETH/USDT,short,2025-10-10T21:30:00+00:00,2025-10-10T21:45:00+00:00,3821.4,3916.935,3916.935,3630.33,stoploss,-0.02499999999999996,-0.02619999999999996,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-10-10T21:45:00+00:00,2025-10-11T01:45:00+00:00,3932.43,3735.8085,4030.74075,3735.8085,takeprofit,0.04999999999999993,0.048799999999999934,10.0,2.0,1.9999999999999953,1.0,,-0.05258834868007891,1.9999999999999953,16,16
ETH/USDT,short,2025-10-11T01:45:00+00:00,2025-10-11T02:30:00+00:00,3732.68,3825.997,3825.997,3546.046,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,0.000214323220849168,1,3
ETH/USDT,short,2025-10-11T12:45:00+00:00,2025-10-12T14:45:00+00:00,3821.5,3917.0375,3917.0375,3630.425,stoploss,-0.024999999999999977,-0.026199999999999977,10.0,2.0,-1.0,1.0,,-1.0,1.8160408216668864,33,104
ETH/USDT,short,2025-10-14T07:00:00+00:00,2025-10-14T16:15:00+00:00,4003.76,4103.854,4103.854,3803.572,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,1.0859791795712053,14,37
BTC/USDT,short,2025-10-10T21:45:00+00:00,2025-10-16T16:30:00+00:00,113243.4,107581.23,116074.485,107581.23,takeprofit,0.04999999999999999,0.04879999999999999,10.0,2.0,1.9999999999999951,1.0,,-0.9030106831833005,1.999999999999995,555,555
ETH/USDT,short,2025-10-15T15:00:00+00:00,2025-10-17T07:00:00+00:00,4003.69,3803.5055,4103.78225,3803.5055,takeprofit,0.04999999999999996,0.04879999999999996,10.0,2.0,1.9999999999999956,1.0,,-0.6989552138152547,1.9999999999999956,160,160
ETH/USDT,short,2025-10-17T07:00:00+00:00,2025-10-18T07:00:00+00:00,3790.23,3884.98575,3884.98575,3600.7185,stoploss,-0.02499999999999995,-0.02619999999999995,10.0,2.0,-1.0,1.0,,-1.0,1.1827250589014429,13,96
ETH/USDT,short,2025-10-18T09:15:00+00:00,2025-10-19T09:45:00+00:00,3883.44,3980.526,3980.526,3689.268,stoploss,-0.024999999999999946,-0.026199999999999946,10.0,2.0,-1.0,1.0,,-1.0,0.33908081494757375,19,98
BTC/USDT,short,2025-10-16T16:30:00+00:00,2025-10-19T11:00:00+00:00,107960.7,110659.7175,110659.7175,102562.665,stoploss,-0.025000000000000015,-0.026200000000000015,10.0,2.0,-1.0,1.0,,-1.0,1.6472290379740002,71,266
BTC/USDT,short,2025-10-21T04:00:00+00:00,2025-10-21T14:45:00+00:00,108220.6,110926.115,110926.115,102809.57,stoploss,-0.024999999999999994,-0.026199999999999994,10.0,2.0,-1.0,1.0,,-1.0,0.28693243245740757,7,43
ETH/USDT,short,2025-10-20T16:00:00+00:00,2025-10-21T14:45:00+00:00,3977.0,4076.425,4076.425,3778.15,stoploss,-0.025000000000000046,-0.026200000000000046,10.0,2.0,-1.0,1.0,,-1.0,1.3475484033190825,52,91
BTC/USDT,long,2025-10-21T16:00:00+00:00,2025-10-21T21:15:00+00:00,113377.9,110543.4525,110543.4525,119046.795,stoploss,-0.024999999999999956,-0.026199999999999956,10.0,2.0,-1.0,1.0,,-1.0,0.19047803848898584,2,21
ETH/USDT,short,2025-10-22T00:00:00+00:00,2025-10-23T06:45:00+00:00,3898.0,3995.45,3995.45,3703.1,stoploss,-0.024999999999999953,-0.026199999999999952,10.0,2.0,-1.0,1.0,,-1.0,1.9347357619291976,44,123
BTC/USDT,short,2025-10-22T00:00:00+00:00,2025-10-23T18:00:00+00:00,108479.6,111191.59,111191.59,103055.62,stoploss,-0.02499999999999991,-0.02619999999999991,10.0,2.0,-1.0,1.0,,-1.0,0.6678859435322435,84,168
ETH/USDT,short,2025-10-23T14:30:00+00:00,2025-10-24T04:30:00+00:00,3837.91,3933.85775,3933.85775,3646.0145,stoploss,-0.02500000000000007,-0.02620000000000007,10.0,2.0,-1.0,1.0,,-1.0,0.17082214017524983,28,56
BTC/USDT,long,2025-10-25T04:00:00+00:00,2025-10-26T14:00:00+00:00,111071.9,108295.1025,108295.1025,116625.495,stoploss,-0.025000000000000005,-0.026200000000000005,10.0,2.0,-1.0,1.0,,-1.0,1.020744220635465,135,136
ETH/USDT,long,2025-10-25T07:30:00+00:00,2025-10-26T22:00:00+00:00,3928.59,4125.0195,3830.37525,4125.0195,takeprofit,0.050000000000000044,0.048800000000000045,10.0,2.0,2.0,1.0,,-0.08746140472790633,2.0,154,154
ETH/USDT,long,2025-10-26T22:00:00+00:00,2025-10-28T20:00:00+00:00,4131.12,4027.842,4027.842,4337.676,stoploss,-0.02499999999999995,-0.02619999999999995,10.0,2.0,-1.0,1.0,,-1.0,1.1355758244737504,29,184
BTC/USDT,long,2025-10-27T05:15:00+00:00,2025-10-28T20:15:00+00:00,115535.2,112646.82,112646.82,121311.96,stoploss,-0.024999999999999915,-0.026199999999999914,10.0,2.0,-1.0,1.0,,-1.0,0.2698398410181525,7,156
ETH/USDT,short,2025-10-30T00:00:00+00:00,2025-10-30T16:15:00+00:00,3900.42,3997.9305,3997.9305,3705.399,stoploss,-0.024999999999999967,-0.026199999999999966,10.0,2.0,-1.0,1.0,,-1.0,1.431230482871077,55,65
ETH/USDT,short,2025-10-30T18:45:00+00:00,2025-10-31T00:15:00+00:00,3722.71,3815.77775,3815.77775,3536.5745,stoploss,-0.025000000000000043,-0.026200000000000043,10.0,2.0,-1.0,1.0,,-1.0,0.45891299617751546,3,22
ETH/USDT,short,2025-11-03T02:00:00+00:00,2025-11-03T15:15:00+00:00,3824.21,3632.9995,3919.81525,3632.9995,takeprofit,0.05000000000000004,0.04880000000000004,10.0,2.0,2.0,1.0,,-0.07091660761307293,2.0,53,53
ETH/USDT,short,2025-11-03T15:15:00+00:00,2025-11-03T16:15:00+00:00,3630.23,3720.98575,3720.98575,3448.7185,stoploss,-0.024999999999999946,-0.026199999999999946,10.0,2.0,-1.0,1.0,,-1.0,0.7187423386397023,3,4
ETH/USDT,short,2025-11-03T16:15:00+00:00,2025-11-03T16:30:00+00:00,3612.0,3702.3,3702.3,3431.4,stoploss,-0.02500000000000005,-0.02620000000000005,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-03T16:30:00+00:00,2025-11-03T16:45:00+00:00,3606.35,3696.50875,3696.50875,3426.0325,stoploss,-0.025000000000000015,-0.026200000000000015,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-03T16:45:00+00:00,2025-11-03T17:00:00+00:00,3621.3,3711.8325,3711.8325,3440.235,stoploss,-0.024999999999999942,-0.026199999999999942,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-03T17:00:00+00:00,2025-11-03T17:15:00+00:00,3632.09,3722.89225,3722.89225,3450.4855,stoploss,-0.024999999999999925,-0.026199999999999925,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-03T20:15:00+00:00,2025-11-03T20:45:00+00:00,3602.21,3692.26525,3692.26525,3422.0995,stoploss,-0.02499999999999997,-0.02619999999999997,10.0,2.0,-1.0,1.0,,-1.0,0.11393005960230226,1,2
BTC/USDT,short,2025-10-29T20:00:00+00:00,2025-11-04T05:30:00+00:00,110505.2,104979.94,113267.83,104979.94,takeprofit,0.049999999999999954,0.048799999999999955,10.0,2.0,1.9999999999999947,1.0,,-0.4405946507494652,1.9999999999999947,518,518
BTC/USDT,short,2025-11-04T05:30:00+00:00,2025-11-04T09:15:00+00:00,104967.0,107591.175,107591.175,99718.65,stoploss,-0.02500000000000003,-0.02620000000000003,10.0,2.0,-1.0,1.0,,-1.0,0.4957748625758566,6,15
ETH/USDT,short,2025-11-03T20:45:00+00:00,2025-11-04T17:00:00+00:00,3586.63,3407.2985,3676.29575,3407.2985,takeprofit,0.050000000000000065,0.048800000000000066,10.0,2.0,2.0,1.0,,-0.6908992564050347,2.0,81,81
ETH/USDT,short,2025-11-04T17:00:00+00:00,2025-11-04T20:15:00+00:00,3384.06,3214.857,3468.6615,3214.857,takeprofit,0.049999999999999996,0.048799999999999996,10.0,2.0,1.9999999999999947,1.0,,-0.35011199565019313,1.9999999999999947,13,13
ETH/USDT,short,2025-11-04T20:15:00+00:00,2025-11-04T22:00:00+00:00,3182.49,3262.05225,3262.05225,3023.3655,stoploss,-0.02500000000000013,-0.02620000000000013,10.0,2.0,-1.0,1.0,,-1.0,1.4660218885212433,5,7
ETH/USDT,short,2025-11-05T01:30:00+00:00,2025-11-05T02:00:00+00:00,3176.65,3256.06625,3256.06625,3017.8175,stoploss,-0.024999999999999925,-0.026199999999999925,10.0,2.0,-1.0,1.0,,-1.0,0.0001259188138475225,1,2
BTC/USDT,short,2025-11-04T16:00:00+00:00,2025-11-05T17:45:00+00:00,103053.9,105630.2475,105630.2475,97901.205,stoploss,-0.025000000000000036,-0.026200000000000036,10.0,2.0,-1.0,1.0,,-1.0,1.597882273257001,22,103
ETH/USDT,short,2025-11-06T05:30:00+00:00,2025-11-07T12:15:00+00:00,3396.09,3226.2855,3480.99225,3226.2855,takeprofit,0.05000000000000005,0.04880000000000005,10.0,2.0,2.0000000000000107,1.0,,-0.18774531888142096,2.0000000000000107,123,123
ETH/USDT,short,2025-11-07T12:15:00+00:00,2025-11-07T15:00:00+00:00,3214.78,3295.1495,3295.1495,3054.041,stoploss,-0.024999999999999932,-0.02619999999999993,10.0,2.0,-1.0,1.0,,-1.0,0.21799314416538648,2,11
BTC/USDT,short,2025-11-06T14:30:00+00:00,2025-11-07T21:00:00+00:00,102464.3,105025.9075,105025.9075,97341.085,stoploss,-0.02499999999999998,-0.02619999999999998,10.0,2.0,-1.0,1.0,,-1.0,1.2488642385689486,89,122
BTC/USDT,short,2025-11-09T09:45:00+00:00,2025-11-09T18:45:00+00:00,101602.3,104142.3575,104142.3575,96522.185,stoploss,-0.024999999999999953,-0.026199999999999952,10.0,2.0,-1.0,1.0,,-1.0,0.055392446824529505,1,36
BTC/USDT,long,2025-11-10T13:30:00+00:00,2025-11-11T14:45:00+00:00,106366.7,103707.5325,103707.5325,111685.035,stoploss,-0.024999999999999963,-0.026199999999999963,10.0,2.0,-1.0,1.0,,-1.0,0.40738313776774293,47,101
BTC/USDT,long,2025-11-12T08:15:00+00:00,2025-11-12T19:00:00+00:00,103736.7,101143.2825,101143.2825,108923.535,stoploss,-0.02499999999999996,-0.02619999999999996,10.0,2.0,-1.0,1.0,,-1.0,0.6799136660410465,26,43
ETH/USDT,short,2025-11-11T15:00:00+00:00,2025-11-13T17:00:00+00:00,3498.8,3323.86,3586.27,3323.86,takeprofit,0.05000000000000001,0.04880000000000001,10.0,2.0,2.000000000000005,1.0,,-0.9869669601006074,2.0000000000000053,200,200
BTC/USDT,long,2025-11-13T03:45:00+00:00,2025-11-13T17:45:00+00:00,102165.0,99610.875,99610.875,107273.25,stoploss,-0.025,-0.0262,10.0,2.0,-1.0,1.0,,-1.0,1.8683893701365462,25,56
ETH/USDT,short,2025-11-13T17:00:00+00:00,2025-11-14T04:30:00+00:00,3301.59,3136.5105,3384.12975,3136.5105,takeprofit,0.050000000000000086,0.048800000000000086,10.0,2.0,2.0000000000000058,1.0,,-0.17494601086143427,2.0000000000000053,46,46
ETH/USDT,short,2025-11-14T04:30:00+00:00,2025-11-14T04:45:00+00:00,3147.02,3225.6955,3225.6955,2989.669,stoploss,-0.024999999999999946,-0.026199999999999946,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T04:45:00+00:00,2025-11-14T05:00:00+00:00,3160.01,3239.01025,3239.01025,3002.0095,stoploss,-0.02499999999999987,-0.02619999999999987,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T05:00:00+00:00,2025-11-14T05:15:00+00:00,3160.3,3239.3075,3239.3075,3002.285,stoploss,-0.024999999999999908,-0.026199999999999907,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T05:15:00+00:00,2025-11-14T05:30:00+00:00,3172.65,3251.96625,3251.96625,3014.0175,stoploss,-0.024999999999999953,-0.026199999999999952,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T05:30:00+00:00,2025-11-14T09:30:00+00:00,3181.53,3261.06825,3261.06825,3022.4535,stoploss,-0.024999999999999876,-0.026199999999999876,10.0,2.0,-1.0,1.0,,-1.0,0.5220129937482932,5,16
ETH/USDT,short,2025-11-14T09:45:00+00:00,2025-11-14T10:00:00+00:00,3156.75,3235.66875,3235.66875,2998.9125,stoploss,-0.024999999999999942,-0.026199999999999942,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T10:00:00+00:00,2025-11-14T10:45:00+00:00,3168.19,3247.39475,3247.39475,3009.7805,stoploss,-0.02499999999999996,-0.02619999999999996,10.0,2.0,-1.0,1.0,,-1.0,0.004797692057611567,1,3
ETH/USDT,short,2025-11-14T10:45:00+00:00,2025-11-14T11:00:00+00:00,3175.03,3254.40575,3254.40575,3016.2785,stoploss,-0.024999999999999904,-0.026199999999999904,10.0,2.0,-1.0,1.0,,-1.0,0.0,0,1
ETH/USDT,short,2025-11-14T11:30:00+00:00,2025-11-14T14:30:00+00:00,3137.06,3215.4865,3215.4865,2980.207,stoploss,-0.025000000000000012,-0.02620000000000001,10.0,2.0,-1.0,1.0,,-1.0,0.7933542871350854,4,12
BTC/USDT,short,2025-11-14T12:00:00+00:00,2025-11-14T16:15:00+00:00,95540.3,97928.8075,97928.8075,90763.285,stoploss,-0.02499999999999992,-0.02619999999999992,10.0,2.0,-1.0,1.0,,-1.0,0.40694869076191015,6,17
